Region ID;Region Name;Region pixels;Region area;Area unit;Object count;Object pixels;Object area;Area unit;Load;;;;;;;;;;;;;;
68;brachium of the superior colliculus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
69;inferior colliculus, commissure;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
70;Central canal;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
71;Interpeduncular nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
72;ascending fibers of the facial nerve;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
73;anterior commissure, intrabulbar part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
74;Inferior olive;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
75;Spinal trigeminal nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
76;spinal trigeminal tract;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
77;Frontal association cortex;9249;9249.037323;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
78;middle cerebellar peduncle;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
79;transverse fibers of the pons;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
80;habenular commissure;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
81;Nucleus of the stria medullaris;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
82;Basal forebrain region, unspecified;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
83;supraoptic decussation;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
84;medial lemniscus decussation;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
85;pyramidal decussation;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
93;Bed nucleus of the stria terminalis;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
94;Pretectal region;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
95;Cornu ammonis 3;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
96;Dentate gyrus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
97;Cornu ammonis 2;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
98;Cornu ammonis 1;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
99;Fasciola cinereum;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
100;Subiculum;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
108;Postrhinal cortex;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
109;Presubiculum;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
110;Parasubiculum;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
112;Perirhinal area 35;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
113;Perirhinal area 36;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
114;Medial entorhinal cortex;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
115;Lateral entorhinal cortex;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
119;Vestibular apparatus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
120;Cochlea;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
121;Cochlear nerve;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
122;Vestibular nerve;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
123;Ventral cochlear nucleus, granule cell layer;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
125;4th ventricle;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
126;Dorsal cochlear nucleus, molecular layer;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
127;Dorsal cochlear nucleus, fusiform and granule layer;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
128;Dorsal cochlear nucleus, deep core;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
129;acoustic striae;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
130;trapezoid body;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
131;Nucleus of the trapezoid body;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
132;Superior paraolivary nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
133;Medial superior olive;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
134;Lateral superior olive;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
135;Superior periolivary region;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
136;Ventral periolivary nuclei;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
137;Lateral lemniscus, ventral nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
138;Lateral lemniscus, intermediate nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
139;Lateral lemniscus, dorsal nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
140;lateral lemniscus, commissure;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
141;lateral lemniscus, unspecified;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
142;Inferior colliculus, dorsal cortex;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
143;Inferior colliculus, central nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
145;Inferior colliculus, external cortex;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
146;inferior colliculus, brachium;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
150;Medial geniculate body, marginal zone;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
151;Primary auditory area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
152;Secondary auditory area, dorsal part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
153;Secondary auditory area, ventral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
157;external medullary lamina, auditory radiation;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
158;Ventral cochlear nucleus, anterior part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
159;Ventral cochlear nucleus, posterior part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
160;Ventral cochlear nucleus, cap area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
162;Spiral ganglion;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
163;Nucleus sagulum;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
164;Reticular (pre)thalamic nucleus, auditory segment;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
180;lateral olfactory tract;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
181;Piriform cortex, layer 1;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
182;Piriform cortex, layer 2;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
183;Piriform cortex, layer 3;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
184;Nucleus accumbens, core;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
187;Substantia nigra, reticular part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
188;Substantia nigra, compact part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
189;Substantia nigra, lateral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
192;Nucleus accumbens, shell;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
193;Ventral pallidum;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
195;Globus pallidus external, medial part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
196;Ventral tegmental area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
197;Caudate putamen;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
198;Globus pallidus external, lateral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
199;Ventral striatal region, unspecified;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
200;Reticular (pre)thalamic nucleus, unspecified;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
201;Peripeduncular nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
204;Pregeniculate nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
205;Dorsal lateral geniculate nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
206;Lateral habenular nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
207;Medial habenular nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
208;Posterior intralaminar nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
210;Posterior thalamic nuclear group, triangular part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
211;Parataenial thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
213;Anterodorsal thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
214;Anteroventral thalamic nucleus, dorsomedial part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
215;Anteroventral thalamic nucleus, ventrolateral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
216;Rhomboid thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
218;Xiphoid thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
219;Reuniens thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
221;Ventromedial thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
222;Submedius thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
223;Angular thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
227;Ventral posteromedial thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
228;Laterodorsal thalamic nucleus, dorsomedial part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
229;Laterodorsal thalamic nucleus, ventrolateral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
230;Posterior thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
231;Ventrolateral thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
232;Mediodorsal thalamic nucleus, lateral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
233;Mediodorsal thalamic nucleus, central part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
235;Zona incerta, dorsal part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
236;Zona incerta, ventral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
238;Zona incerta, A13 dopamine cells;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
239;pretectothalamic lamina;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
240;Mediodorsal thalamic nucleus, medial part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
242;Paraventricular thalamic nuclei (anterior and posterior);0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
246;Paracentral thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
247;Central medial thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
248;Central lateral thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
249;external medullary lamina, unspecified;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
254;Anteromedial thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
255;Interanteromedial thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
257;Zona incerta, rostral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
260;Intermediodorsal thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
266;Ventral posterior nucleus of the thalamus, parvicellular part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
267;Parafascicular thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
268;Retroreuniens thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
270;superior cerebellar peduncle and prerubral field;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
272;Intergeniculate leaflet;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
278;Subparafascicular nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
280;Fields of Forel;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
281;Subgeniculate nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
282;Ethmoid-Limitans nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
283;Lateral posterior thalamic nucleus, lateral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
284;Zona incerta, A11 dopamine cells;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
285;Lateral posterior thalamic nucleus, mediorostral part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
286;Lateral posterior thalamic nucleus, mediocaudal part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
287;Zona incerta, caudal part;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
290;intramedullary thalamic area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
291;internal medullary lamina;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
293;Ventral anterior thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
294;Ventral posterolateral thalamic nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
295;Medial geniculate body, dorsal division;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
297;Medial geniculate body, medial division;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
298;Medial geniculate body, ventral division;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
299;Medial geniculate body, suprageniculate nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
400;Ventrolateral orbital area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
401;Lateral orbital area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
402;Ventral orbital area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
403;Medial orbital area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
404;Dorsolateral orbital area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
405;Prelimbic area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
406;Secondary motor area;1876365;1876365.414627;pixels;2;20000;20000;pixels;0.010659;;;;;;;;;;;;;;
407;Frontal association area 3;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
408;Primary motor area;1373086;1373085.655151;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
409;Agranular insular cortex, ventral area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
410;Agranular insular cortex dorsal area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
411;Cingulate area 1;577404;577404.187164;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
412;Claustrum;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
413;Infralimbic area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
414;Dysgranular insular cortex;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
416;Granular insular cortex;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
417;Primary somatosensory area, forelimb representation;857914;857914.276260;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
418;Primary somatosensory area, dysgranular zone;177714;177713.645706;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
420;Primary somatosensory area, face representation;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
422;Secondary somatosensory area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
423;Primary somatosensory area, hindlimb representation;509622;509621.956497;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
424;Agranular insular cortex, posterior area;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
425;Primary somatosensory area, barrel field;511472;511471.763962;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
427;Retrosplenial dysgranular area;582557;582557.222244;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
429;Primary somatosensory area, trunk representation;446464;446464.244492;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
430;Retrosplenial granular area;858707;858707.050888;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
432;Parietal association cortex, lateral area;192248;192247.847214;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
433;Parietal association cortex, medial area;160933;160933.249420;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
436;Parietal association cortex, posterior area;144549;144549.240448;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
442;Primary visual area;2209727;2209727.145569;pixels;2;20000;20000;pixels;0.009051;;;;;;;;;;;;;;
443;Secondary visual area, lateral part;189473;189473.136017;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
444;Temporal association cortex;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
448;Secondary visual area, medial part;966260;966260.142044;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
500;Endopiriform nucleus;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
501;Amygdaloid area, unspecified;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
502;Nucleus of the lateral olfactory tract;0;0;pixels;0;0;0;pixels;0;;;;;;;;;;;;;;
